extended_right_major,extended_right_major_description,extended_right_name,extended_right_name_description,object_guid
Attributes,Lists attributes and their guids,ms-DS-local-Effective-Deletion-Time,Deletion time of the object in the local DIT.,94f2800c-531f-4aeb-975d-48ac39fd8ca4
Attributes,Lists attributes and their guids,ms-DS-local-Effective-Recycle-Time,Recycle time of the object in the local DIT.,4ad6016b-b0d2-4c9b-93b6-5964b17b968c
Attributes,Lists attributes and their guids,ms-DS-Lockout-Duration,Lockout duration for locked out user accounts.,421f889a-472e-4fe4-8eb9-e1d0bc6071b2
Attributes,Lists attributes and their guids,ms-DS-Lockout-Observation-Window,The period of time that a user account will be locked out.,b05bda89-76af-468a-b892-1be55558ecc8
Attributes,Lists attributes and their guids,ms-DS-Lockout-Threshold,Lockout threshold for the lock out of user accounts.,b8c8c35e-4a19-4a95-99d0-69fe4446286f
Attributes,Lists attributes and their guids,ms-DS-Logon-Time-Sync-Interval,This attribute controls the granularity; in days; with which the last logon time for a user or computer; recorded in the lastLogonTimestamp attribute; is replicated to all DCs in a domain.,ad7940f8-e43a-4a42-83bc-d688e59ea605
Attributes,Lists attributes and their guids,MS-DS-Machine-Account-Quota,The number of computer accounts that a user is allowed to create in a domain.,d064fb68-1480-11d3-91c1-0000f87a57d4
Attributes,Lists attributes and their guids,ms-DS-ManagedPassword,This constructed attribute returns a blob that contains the clear-text previous and current password; TimeUntilEpochExpires; and TimeUntilNextScheduledUpdate for a group MSA.,e362ed86-b728-0842-b27d-2dea7a9df218
Attributes,Lists attributes and their guids,ms-DS-ManagedPasswordId,This constructed attribute contains the key identifier for the current managed password data for a group MSA.,0e78295a-c6d3-0a40-b491-d62251ffa0a6
Attributes,Lists attributes and their guids,ms-DS-ManagedPasswordInterval,This attribute is used to retrieve the number of days before a managed password is automatically changed for a group MSA.,f8758ef7-ac76-8843-a2ee-a26b4dcaf409
Attributes,Lists attributes and their guids,ms-DS-ManagedPasswordPreviousId,This constructed attribute contains the key identifier for the previous managed password data for a group MSA.,d0d62131-2d4a-d04f-99d9-1c63646229a4
Attributes,Lists attributes and their guids,ms-DS-Mastered-By,Backward link for msDS-hasMasterNCs.,60234769-4819-4615-a1b2-49d2f119acb5
Attributes,Lists attributes and their guids,ms-DS-Maximum-Password-Age,Maximum age for user account passwords.,fdd337f5-4999-4fce-b252-8ff9c9b43875
Attributes,Lists attributes and their guids,ms-DS-Max-Values,Max values allowed.,d1e169a4-ebe9-49bf-8fcb-8aef3874592d
Attributes,Lists attributes and their guids,ms-DS-Members-For-Az-Role,List of member application groups or users linked to Az-Role.,cbf7e6cd-85a4-4314-8939-8bfe80597835
Attributes,Lists attributes and their guids,ms-DS-Members-For-Az-Role-BL,Backward link from member application group or user to Az-Role objects linking to it.,ececcd20-a7e0-4688-9ccf-02ece5e287f5
Attributes,Lists attributes and their guids,ms-DS-Members-Of-Resource-Property-List,For a resource property list object; this multi-valued link attribute points to one or more resource property objects.,4d371c11-4cad-4c41-8ad2-b180ab2bd13c
Attributes,Lists attributes and their guids,ms-DS-Members-Of-Resource-Property-List-BL,Backlink for ms-DS-Members-Of-Resource-Property-List. For a resource property object; this attribute references the resource property list object that it is a member of.,7469b704-edb0-4568-a5a5-59f4862c75a7
Attributes,Lists attributes and their guids,ms-DS-Minimum-Password-Age,Minimum age for user account passwords.,2a74f878-4d9c-49f9-97b3-6767d1cbd9a3
Attributes,Lists attributes and their guids,ms-DS-Minimum-Password-Length,Minimum length for user account passwords.,b21b3439-4c3a-441c-bb5f-08f20e9b315e
Attributes,Lists attributes and their guids,ms-DS-NC-Repl-Cursors,A list of past and present replication partners; and how current we are with each of them.,8a167ce4-f9e8-47eb-8d78-f7fe80abb2cc
Attributes,Lists attributes and their guids,ms-DS-NC-Replica-Locations,A list of servers that are the replica set for the corresponding Non-Domain Naming Context.,97de9615-b537-46bc-ac0f-10720f3909f3
Attributes,Lists attributes and their guids,ms-DS-NC-Repl-Inbound-Neighbors,Replication partners for this partition.  This server obtains replication data from these other servers; which act as sources.,9edba85a-3e9e-431b-9b1a-a5b6e9eda796
Attributes,Lists attributes and their guids,ms-DS-NC-Repl-Outbound-Neighbors,Replication partners for this partition.  This server sends replication data to these other servers; which act as destinations. This server will notify these other servers when new data is available.,855f2ef5-a1c5-4cc4-ba6d-32522848b61f
Attributes,Lists attributes and their guids,ms-DS-NC-RO-Replica-Locations,A linked attribute on a cross reference object for a partition. Lists the DC that should host the partition in a read-only manner.,3df793df-9858-4417-a701-735a1ecebf74
Attributes,Lists attributes and their guids,ms-DS-NC-RO-Replica-Locations-BL,Backward link attribute for ms-DS-NC-RO-Replica-Locations.,f547511c-5b2a-44cc-8358-992a88258164
Attributes,Lists attributes and their guids,ms-DS-NC-Type,A bitfield that maintains information about aspects of an NC replica that is relevant to replication.,5a2eacd7-cc2b-48cf-9d9a-b6f1a0024de9
Attributes,Lists attributes and their guids,ms-DS-Never-Reveal-Group,Used with RODCs to define which users; computers; and groups are not allowed to have their passwords cached on an RODC.,15585999-fd49-4d66-b25d-eeb96aba8174
Attributes,Lists attributes and their guids,ms-DS-Non-Members,This attribute serves the same purpose as the Non-Security-Member attribute but with scoping rules applied.,cafcb1de-f23c-46b5-adf7-1e64957bd5db
Attributes,Lists attributes and their guids,ms-DS-Non-Members-BL,Backward link from non-member group or user to Az groups that link to it (same functionality as Non-Security-Member-BL).,2a8c68fc-3a7a-4e87-8720-fe77c51cbe74
Attributes,Lists attributes and their guids,ms-DS-Non-Security-Group-Extra-Classes,The common names of the nonstandard classes that can be added to a nonsecurity group through the Active Directory Users and Computers snap-in.,2de144fc-1f52-486f-bdf4-16fcc3084e54
Attributes,Lists attributes and their guids,ms-DS-Object-Reference,A link to the object that uses the data stored in the object that contains this attribute.,638ec2e8-22e7-409c-85d2-11b21bee72de
Attributes,Lists attributes and their guids,ms-DS-Object-Reference-BL,Backward link for ms-DS-Object-Reference.,2b702515-c1f7-4b3b-b148-c0e4c6ceecb4
Attributes,Lists attributes and their guids,ms-DS-OIDToGroup-Link,For an OID; identifies the group object that corresponds to the issuance policy represented by this OID.,f9c9a57c-3941-438d-bebf-0edaf2aca187
Attributes,Lists attributes and their guids,ms-DS-OIDToGroup-Link-BL,Backward link for ms-DS-OIDToGroup-Link. Identifies the issuance policy; represented by an OID object; that is mapped to this group.,1a3d0d20-5844-4199-ad25-0f5039a76ada
Attributes,Lists attributes and their guids,ms-DS-Operations-For-Az-Role,List of operations linked to Az-Role.,93f701be-fa4c-43b6-bc2f-4dbea718ffab
Attributes,Lists attributes and their guids,ms-DS-Operations-For-Az-Role-BL,Backward link from Az-Operation to Az-Role objects that link to it.,f85b6228-3734-4525-b6b7-3f3bb220902c
Attributes,Lists attributes and their guids,ms-DS-Operations-For-Az-Task,List of operations linked to Az-Task.,1aacb436-2e9d-44a9-9298-ce4debeb6ebf
Attributes,Lists attributes and their guids,ms-DS-Operations-For-Az-Task-BL,Backward link from Az-Operation to Az-Task objects that link to it.,a637d211-5739-4ed1-89b2-88974548bc59
Attributes,Lists attributes and their guids,ms-DS-Optional-Feature-Flags,An integer value that contains flags that define behavior of an optional feature in Active Directory.,8a0560c1-97b9-4811-9db7-dc061598965b
Attributes,Lists attributes and their guids,ms-DS-Optional-Feature-GUID,GUID of an optional feature.,9b88bda8-dd82-4998-a91d-5f2d2baf1927
Attributes,Lists attributes and their guids,ms-DS-Other-Settings,This multiple-valued attribute is used to store any configurable setting for the DS stored in the NAME=VALUE format.,79d2f34c-9d7d-42bb-838f-866b3e4400e2
Attributes,Lists attributes and their guids,ms-DS-Password-Complexity-Enabled,Password complexity status for user accounts.,db68054b-c9c3-4bf0-b15b-0fb52552a610
Attributes,Lists attributes and their guids,ms-DS-Password-History-Length,Password history length for user accounts.,fed81bb7-768c-4c2f-9641-2245de34794d
Attributes,Lists attributes and their guids,ms-DS-Password-Reversible-Encryption-Enabled,Password-reversible encryption status for user accounts.,75ccdd8f-af6c-4487-bb4b-69e4d38a959c
Attributes,Lists attributes and their guids,ms-DS-Password-Settings-Precedence,Password settings precedence.,456374ac-1f0a-4617-93cf-bc55a7c9d341
Attributes,Lists attributes and their guids,MS-DS-Per-User-Trust-Quota,Used to enforce a per-user quota for creating Trusted-Domain objects that are authorized by the new control access right; Create-Inbound-Forest-Trust. This attribute limits the number of Trusted-Domain objects that can be created by a single non-admin user.,d161adf0-ca24-4993-a3aa-8b2c981302e8
Attributes,Lists attributes and their guids,MS-DS-Per-User-Trust-Tombstones-Quota,Used to enforce a per-user quota for deleting Trusted-Domain objects when authorization is based on matching the user's SID.,8b70a6c6-50f9-4fa3-a71e-1ce03040449b
Attributes,Lists attributes and their guids,ms-DS-Phonetic-Company-Name,Contains the phonetic company name where the person works.,5bd5208d-e5f4-46ae-a514-543bc9c47659
Attributes,Lists attributes and their guids,ms-DS-Phonetic-Department,Contains the phonetic department name where the person works.,6cd53daf-003e-49e7-a702-6fa896e7a6ef
Attributes,Lists attributes and their guids,ms-DS-Phonetic-Display-Name,The phonetic display name of an object. In the absence of a phonetic display name; the existing display name is used.,e21a94e4-2d66-4ce5-b30d-0ef87a776ff0
Attributes,Lists attributes and their guids,ms-DS-Phonetic-First-Name,Contains the phonetic given name or first name of the person.,4b1cba4e-302f-4134-ac7c-f01f6c797843
Attributes,Lists attributes and their guids,ms-DS-Phonetic-Last-Name,Contains the phonetic last name of the person.,f217e4ec-0836-4b90-88af-2f5d4bbda2bc
Attributes,Lists attributes and their guids,ms-DS-Port-LDAP,Specifies which port is used by the directory service to listen for LDAP requests.,977225c1-5bdf-42b7-b6db-c3af077f558f
Attributes,Lists attributes and their guids,ms-DS-Port-SSL,Specifies which port is used by the directory service for SSL requests.,2c85cfc2-2061-468c-a0ea-c8e0910f7374
Attributes,Lists attributes and their guids,ms-DS-Preferred-GC-Site,The ms-DS-Preferred-GC-Site attribute is used by the Security Accounts Manager for group expansion during token evaluation.,d921b50a-0ab2-42cd-87f6-09cf83a91854
Attributes,Lists attributes and their guids,ms-DS-Primary-Computer,For a user or group object; identifies the primary computers.,a13df4e2-dbb0-4ceb-828b-8b2e143e9e81
Attributes,Lists attributes and their guids,ms-DS-Principal-Name,Account name for the security principal (constructed).,564e9325-d057-c143-9e3b-4f9e5ef46f93
Attributes,Lists attributes and their guids,ms-DS-Promotion-Settings,For a computer; contains an XML string to be used for delegated DSA promotion.,c881b4e2-43c0-4ebe-b9bb-5250aa9b434c
Attributes,Lists attributes and their guids,ms-DS-PSO-Applied,Password settings object that is applied to this object.,5e6cf031-bda8-43c8-aca4-8fee4127005b
Attributes,Lists attributes and their guids,ms-DS-PSO-Applies-To,Links to objects that this password settings object applies to.,64c80f48-cdd2-4881-a86d-4e97b6f561fc
Attributes,Lists attributes and their guids,ms-DS-Quota-Amount,The assigned quota in terms of number of objects owned in the database.,fbb9a00d-3a8c-4233-9cf9-7189264903a1
Attributes,Lists attributes and their guids,ms-DS-Quota-Effective,The effective quota for a security principal computed from the assigned quotas for a directory partition.,6655b152-101c-48b4-b347-e1fcebc60157
Attributes,Lists attributes and their guids,ms-DS-Quota-Trustee,The SID of the security principal for which the quota is being assigned.,16378906-4ea5-49be-a8d1-bfd41dff4f65
Attributes,Lists attributes and their guids,ms-DS-Quota-Used,The current quota consumed by a security principal in the directory database.,b5a84308-615d-4bb7-b05f-2f1746aa439f
Attributes,Lists attributes and their guids,ms-DS-Repl-Attribute-Meta-Data,A list of metadata for each replicated attribute. The metadata indicates who changed the attribute last.,d7c53242-724e-4c39-9d4c-2df8c9d66c7a
Attributes,Lists attributes and their guids,0,The ms-DS-Repl-Authentication-Mode attribute is used to specify which authentication method is used to authenticate replication partners. This attribute applies to the configuration partition of an ADAM instance.,2
Attributes,Lists attributes and their guids,MS-DS-Replicates-NC-Reason,Attribute of ntdsConnection object that indicates why (or whether) the KCC shows the connection is useful in the replication topology.  Is multiple-valued and has DistName+Binary syntax; where the binary part is an int-size bitfield.,0ea12b84-08b3-11d3-91bc-0000f87a57d4
Attributes,Lists attributes and their guids,ms-DS-ReplicationEpoch,This is used to hold the epoch under which all the DCs are replicating. An epoch is the period of time in which a domain has a specific name. A new epoch starts when a domain name change occurs.,08e3aa79-eb1c-45b5-af7b-8f94246c8e41
Attributes,Lists attributes and their guids,ms-DS-Replication-Notify-First-DSA-Delay,This attribute controls the delay in time between changes to the DS; and notification of the first replica partner for an NC.,85abd4f4-0a89-4e49-bdec-6f35bb2562ba
Attributes,Lists attributes and their guids,ms-DS-Replication-Notify-Subsequent-DSA-Delay,This attribute controls the delay in time between notification of each subsequent replica partner for an NC.,d63db385-dd92-4b52-b1d8-0d3ecc0e86b6
Attributes,Lists attributes and their guids,ms-DS-Repl-Value-Meta-Data,A list of metadata for each value of an attribute. The metadata indicates who changed the value last.,2f5c8145-e1bd-410b-8957-8bfa81d5acfd
Attributes,Lists attributes and their guids,ms-DS-Required-Domain-Behavior-Version,Required domain function level for this feature.,eadd3dfe-ae0e-4cc2-b9b9-5fe5b6ed2dd2
Attributes,Lists attributes and their guids,ms-DS-Required-Forest-Behavior-Version,Required forest function level for this feature.,4beca2e8-a653-41b2-8fee-721575474bec
Attributes,Lists attributes and their guids,ms-DS-Resultant-PSO,Resultant password settings object applied to this object.,b77ea093-88d0-4780-9a98-911f8e8b1dca
Attributes,Lists attributes and their guids,ms-DS-Retired-Repl-NC-Signatures,Information about naming contexts that are no longer held on this computer.,d5b35506-19d6-4d26-9afb-11357ac99b5e
Attributes,Lists attributes and their guids,ms-DS-Revealed-DSAs,Backward link for ms-DS-Revealed-Users. Identifies which RODC holds that user's secret.,94f6f2ac-c76d-4b5e-b71f-f332c3e93c22
Attributes,Lists attributes and their guids,ms-DS-Revealed-List,Identifies security principals whose current computer account passwords have been replicated to the RODC.,cbdad11c-7fec-387b-6219-3a0627d9af81
Attributes,Lists attributes and their guids,ms-DS-Revealed-List-BL,Backward link attribute for ms-DS-Revealed-List.,aa1c88fd-b0f6-429f-b2ca-9d902266e808
Attributes,Lists attributes and their guids,ms-DS-Revealed-Users,Used with RODCs to identify the user objects whose secrets have been disclosed to that RODC.,185c7821-3749-443a-bd6a-288899071adb
Attributes,Lists attributes and their guids,ms-DS-Reveal-OnDemand-Group,Used with RODCs to define which users; computers; and groups are allowed to have their passwords cached on an RODC.,303d9f4a-1dd6-4b38-8fc5-33afe8c988ad
Attributes,Lists attributes and their guids,ms-ds-Schema-Extensions,A binary BLOB used to store information about extensions to schema objects.,b39a61be-ed07-4cab-9a4a-4963ed0141e1
Attributes,Lists attributes and their guids,ms-DS-SCP-Container,ms-DS-SCP-container attribute.,454588e6-0b4e-b642-a6b8-ec03f6e1d9c5
Attributes,Lists attributes and their guids,ms-DS-SD-Reference-Domain,The name of the domain to be used for security descriptor translation for a non-domain-naming context.,4c51e316-f628-43a5-b06b-ffb695fcb4f3
Attributes,Lists attributes and their guids,ms-DS-Secondary-KrbTgt-Number,Identifies the protocol identification number associated with the secondary domain.,aa156612-2396-467e-ad6a-28d23fdb1865
Attributes,Lists attributes and their guids,ms-DS-Security-Group-Extra-Classes,The common names of the nonstandard classes that can be added to a security group through the Active Directory Users and Computers snap-in.,4f146ae8-a4fe-4801-a731-f51848a4f4e4
Attributes,Lists attributes and their guids,ms-DS-Seniority-Index,Contains the seniority index as applied by the organization where the person works.,ce7ba5d4-f090-4741-acc3-15e2c95555da
Attributes,Lists attributes and their guids,ms-DS-Service-Account,The FPO that represents the ADAM service account.,a7f73651-688b-401e-b0cf-9345857bab23
Attributes,Lists attributes and their guids,ms-DS-Service-Account-BL,Backward link reference to the AD/AM DSA object that uses this service account.,1322c9ff-1334-3d4a-9396-4d9284d42636
Attributes,Lists attributes and their guids,ms-DS-Service-Account-DNS-Domain,ADAM: The domain which the ADAM service account is a member of.,fba633d4-20d7-4773-8b2c-c7445f54360d
Attributes,Lists attributes and their guids,ms-DS-Settings,Used to store  settings for an object. Its use is solely determined by the object's owner. We recommend using it to store name/value pairs. For example; color=blue.,0e1b47d7-40a3-4b48-8d1b-4cac0c1cdf21
Attributes,Lists attributes and their guids,ms-DS-Site-Affinity,The ms-DS-Site-Affinity attribute is used by the Security Accounts Manager for group expansion during token evaluation.,c17c5602-bcb7-46f0-9656-6370ca884b72
Attributes,Lists attributes and their guids,ms-DS-SiteName,Lists the site name that corresponds to the DC.,98a7f36d-3595-448a-9e6f-6b8965baed9c
Attributes,Lists attributes and their guids,ms-DS-Source-Object-DN,Contains the string representation of the distinguished name of the object in another forest that corresponds to this object.,773e93af-d3b4-48d4-b3f9-06457602d3d0
Attributes,Lists attributes and their guids,ms-DS-SPN-Suffixes,This attribute describes the suffixes of DNS host names used by servers in the forest.  These DNS suffixes will be shared with other forests that have cross-forest trust with this forest.,789ee1eb-8c8e-4e4c-8cec-79b31b7617b5
Attributes,Lists attributes and their guids,ms-DS-Supported-Encryption-Types,The encryption algorithms supported by user; computer or trust accounts.,20119867-1d04-4ab7-9371-cfc3d5df0afd
Attributes,Lists attributes and their guids,ms-DS-Tasks-For-Az-Role,List of tasks for Az-Role.,35319082-8c4a-4646-9386-c2949d49894d
Attributes,Lists attributes and their guids,ms-DS-Tasks-For-Az-Role-BL,Backward link from Az-Task to Az-Role objects that link to it.,a0dcd536-5158-42fe-8c40-c00a7ad37959
Attributes,Lists attributes and their guids,ms-DS-Tasks-For-Az-Task,List of tasks linked to Az-Task.,b11c8ee2-5fcd-46a7-95f0-f38333f096cf
Attributes,Lists attributes and their guids,ms-DS-Tasks-For-Az-Task-BL,Backward link from Az-Task to the Az-Task objects that link to it.,df446e52-b5fa-4ca2-a42f-13f98a526c8f
Attributes,Lists attributes and their guids,ms-DS-TDO-Egress-BL,Backlink to TDO Egress rules link on object.,d5006229-9913-2242-8b17-83761d1e0e5b
Attributes,Lists attributes and their guids,ms-DS-TDO-Ingress-BL,Backlink to TDO Ingress rules link on object.,5a5661a1-97c6-544b-8056-e430fe7bc554
Attributes,Lists attributes and their guids,ms-DS-Tombstone-Quota-Factor,The percentage factor by which the tombstone object count should be reduced for the purpose of quota accounting.,461744d7-f3b6-45ba-8753-fb9552a5df32
Attributes,Lists attributes and their guids,ms-DS-Top-Quota-Usage,The list of top quota users currently in the directory database; ordered by decreasing quota usage.,7b7cce4f-f1f5-4bb6-b7eb-23504af19e75
Attributes,Lists attributes and their guids,ms-DS-Transformation-Rules,Specifies the Transformation Rules for Cross-Forest Claims Transformation.,55872b71-c4b2-3b48-ae51-4095f91ec600
Attributes,Lists attributes and their guids,ms-DS-Transformation-Rules-Compiled,Blob containing compiled transformation rules.,0bb49a10-536b-bc4d-a273-0bab0dd4bd10
Attributes,Lists attributes and their guids,ms-DS-Trust-Forest-Trust-Info,Contains forest trust information (a binary BLOB) that is used by the system for a Trusted-Domain object.,29cc866e-49d3-4969-942e-1dbc0925d183
Attributes,Lists attributes and their guids,ms-DS-UpdateScript,This is used to hold the script with the domain restructure instructions.,146eb639-bb9f-4fc1-a825-e29e00c77920
Attributes,Lists attributes and their guids,ms-DS-User-Account-Auto-Locked,Indicates whether the account that this attribute references has been locked out.  True if the account is locked out; otherwise; False.,f2dd7bab-1f3b-47cf-89fa-143b56ad0a3d
Attributes,Lists attributes and their guids,0x0010,msDS-User-Account-Control-Computed is much like userAccountControl; but the attribute's value can contain additional bits that are not persisted.  The computed bits include the following.,0x8000000
Attributes,Lists attributes and their guids,ms-DS-User-Account-Disabled,Indicates whether an account is disabled or enabled. True if the account disabled; otherwise; False.,7c708658-7372-4211-b22b-13a45ffd1d61
Attributes,Lists attributes and their guids,ms-DS-User-Dont-Expire-Password,Indicates whether the password for the account this attribute references will expire.  True if the password will not expire; otherwise; False.,8788193a-2925-43d9-a221-bb7fff397675
Attributes,Lists attributes and their guids,ms-DS-User-Encrypted-Text-Password-Allowed,Indicates whether Active Directory will store the password in the reversible encryption format.  True if the password is stored in the reversible encryption format; otherwise; False.,5a87c7f2-93c5-454c-a8c5-8cb09613292e
Attributes,Lists attributes and their guids,ms-DS-User-Password-Expired,Indicates whether the password for the account that this attribute references has expired.  True if the password has expired; otherwise; False.,565c7ab5-e13e-47f6-abb5-de741806f125
Attributes,Lists attributes and their guids,ms-DS-User-Password-Expiry-Time-Computed,Contains the expiry time for the user's current password.,add5cf10-7b09-4449-9ae6-2534148f8a72
Attributes,Lists attributes and their guids,ms-DS-User-Password-Not-Required,Indicates whether a password is required for the account that this attribute references.  True if a password is not required; otherwise; False.,8f066172-a25e-4f53-8dcd-0a67d5fb883d
Attributes,Lists attributes and their guids,ms-DS-USN-Last-Sync-Success,The USN at which the last successful replication synchronization occurred.,31f7b8b6-c9f8-4f2d-a37b-58a823030331
Attributes,Lists attributes and their guids,ms-DS-Value-Type-Reference,This attribute is used to link a resource property object to its value type.,78fc5d84-c1dc-3148-8984-58f792d41d3e
Attributes,Lists attributes and their guids,ms-DS-Value-Type-Reference-BL,This is the back link for ms-DS-Value-Type-Reference. It links a value type object back to resource properties.,ab5543ad-23a1-3b45-b937-9b313d5474a8
Attributes,Lists attributes and their guids,ms-Exch-Assistant-Name,Contains the name of the assistant for an account.,a8df7394-c5ea-11d1-bbcb-0080c76670c0
Attributes,Lists attributes and their guids,ms-Exch-House-Identifier,This attribute contains an address for a contact in an Exchange server address book.,a8df7407-c5ea-11d1-bbcb-0080c76670c0
Attributes,Lists attributes and their guids,ms-Exch-LabeledURI,An Exchange URI followed by a label. The label is used to describe the resource to which the URI points and is intended as a human-readable name.,16775820-47f3-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,ms-Exch-Owner-BL,The backward link to the owner attribute. Contains a list of owners for an object.,bf9679f4-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,ms-FRS-Hub-Member,The ms-FRS-Hub-Member attribute is used to record the preferred NTFRS topology settings. When an FRS member gets added or deleted to a replica set; these attributes are referred and  appropriate adjustments are made to the connections between the rest of the FRS members in the replica set.,5643ff81-35b6-4ca9-9512-baf0bd0a2772
Attributes,Lists attributes and their guids,1,The ms-FRS-Topology-Pref attribute is used to record the preferred NTFRS topology settings. When an FRS member gets added or deleted to the replica set; these attributes are referred; and adjustments made to the connections between the rest of the FRS members in the replica set.,4
Attributes,Lists attributes and their guids,ms-FVE-KeyPackage,Contains a volume's BitLocker encryption key secured by the corresponding recovery password.,1fd55ea8-88a7-47dc-8129-0daa97186a54
Attributes,Lists attributes and their guids,ms-FVE-RecoveryGuid,Contains the GUID associated with a Full Volume Encryption (FVE) recovery password.,f76909bc-e678-47a0-b0b3-f86a0044c06d
Attributes,Lists attributes and their guids,ms-FVE-RecoveryPassword,Contains the password required to recover a Full Volume Encryption (FVE) volume.,43061ac1-c8ad-4ccc-b785-2bfac20fc60a
Attributes,Lists attributes and their guids,ms-FVE-VolumeGuid,Contains the GUID associated with a BitLocker-supported disk volume.,85e5a5cf-dcee-4075-9cfd-ac9db6a2f245
Attributes,Lists attributes and their guids,ms-ieee-80211-Data,Stores a list of preferred network configurations in Group Policy for wireless networks.,0e0d0938-2658-4580-a9f6-7a0ac7b566cb
Attributes,Lists attributes and their guids,ms-ieee-80211-Data-Type,Internally used data type for msieee80211-Data BLOB.,6558b180-35da-4efe-beed-521f8f48cafb
Attributes,Lists attributes and their guids,ms-ieee-80211-ID,An identifier used for a wireless policy object on AD.,7f73ef75-14c9-4c23-81de-dd07a06f9e8b
Attributes,Lists attributes and their guids,Msi-File-List,This attribute contains a list of Microsoft installer files; such as the base MSI file (.msi) and MST transform files (.mst).,7bfdcb7d-4807-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,ms-IIS-FTP-Dir,This attribute determines the user home directory relative to the file server share. It is used in conjunction with ms-IID-FTP-Root to determine the FTP user home directory.,8a5c99e9-2230-46eb-b8e8-e59d712eb9ee
Attributes,Lists attributes and their guids,ms-IIS-FTP-Root,This attribute determines the file server share. It is used in conjunction with ms-IID-FTP-Dir to determine the FTP user home directory.,2a7827a4-1483-49a5-9d84-52e3812156b4
Attributes,Lists attributes and their guids,ms-Imaging-Hash-Algorithm,Contains the name of the hash algorithm used to create the Thumbprint Hash for the Scan Repository/Secure Print Device.,8ae70db5-6406-4196-92fe-f3bb557520a7
Attributes,Lists attributes and their guids,ms-Imaging-PSP-Identifier,Schema Attribute that contains the unique identifier for this Post Scan Process.,51583ce9-94fa-4b12-b990-304c35b18595
Attributes,Lists attributes and their guids,ms-Imaging-PSP-String,Schema Attribute that contains the XML sequence for this Post Scan Process.,7b6760ae-d6ed-44a6-b6be-9de62c09ec67
Attributes,Lists attributes and their guids,ms-Imaging-Thumbprint-Hash,Contains a hash of the security certificate for the Scan Repository/Secure Print Device.,9cdfdbc5-0304-4569-95f6-c4f663fe5ae6
Attributes,Lists attributes and their guids,Msi-Script,The Microsoft installer advertisement script for this application.,d9e18313-8939-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,Msi-Script-Name,The name for the Microsoft installer advertisement script file for this application.,96a7dd62-9118-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,Msi-Script-Path,The file path for the Microsoft installer advertisement script file for this application.,bf967937-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Msi-Script-Size,The file size for the Microsoft installer advertisement script file for this application.,96a7dd63-9118-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,ms-Kds-CreateTime,The time when this root key was created.,ae18119f-6390-0045-b32d-97dbc701aef7
Attributes,Lists attributes and their guids,ms-Kds-DomainID,Distinguished name of the Domain Controller which generated this root key.,96400482-cf07-e94c-90e8-f2efc4f0495e
Attributes,Lists attributes and their guids,ms-Kds-KDF-AlgorithmID,The algorithm name of the key derivation function used to compute keys.,db2c48b2-d14d-ec4e-9f58-ad579d8b440e
Attributes,Lists attributes and their guids,ms-Kds-KDF-Param,Parameters for the key derivation algorithm.,8a800772-f4b8-154f-b41c-2e4271eff7a7
Attributes,Lists attributes and their guids,ms-Kds-PrivateKey-Length,The length of the secret agreement private key.,615f42a1-37e7-1148-a0dd-3007e09cfc81
Attributes,Lists attributes and their guids,ms-Kds-PublicKey-Length,The length of the secret agreement public key.,e338f470-39cd-4549-ab5b-f69f9e583fe0
Attributes,Lists attributes and their guids,ms-Kds-RootKeyData,Root key.,26627c27-08a2-0a40-a1b1-8dce85b42993
Attributes,Lists attributes and their guids,ms-Kds-SecretAgreement-AlgorithmID,The name of the secret agreement algorithm to be used with public keys.,1702975d-225e-cb4a-b15d-0daea8b5e990
Attributes,Lists attributes and their guids,ms-Kds-SecretAgreement-Param,The parameters for the secret agreement algorithm.,30b099d9-edfe-7549-b807-eba444da79e9
Attributes,Lists attributes and their guids,ms-Kds-UseStartTime,The time after which this root key may be used.,6cdc047f-f522-b74a-9a9c-d95ac8cdfda2
Attributes,Lists attributes and their guids,ms-Kds-Version,Version number of this root key.,d5f07340-e6b0-1e4a-97be-0d3318bd9db1
Attributes,Lists attributes and their guids,MSMQ-Authenticate,Indicates whether the queue accepts only authenticated messages.,9a0dc326-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Base-Priority,The base priority of messages transmitted to this queue.,9a0dc323-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Computer-Type,Replaced by MSMQ-Computer-Type-Ex.,9a0dc32e-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-Computer-Type-Ex,A string that describes the operating system version and the MSMQ version.,18120de8-f4c4-4341-bd95-32eb5bcf7c80
Attributes,Lists attributes and their guids,MSMQ-Cost,The cost of routing between two  sites.,9a0dc33a-c100-11d1-bbc5-0080c76670c0
Attributes,Lists attributes and their guids,MSMQ-CSP-Name,The type of cryptographic provider used by MSMQ.,9a0dc334-c100-11d1-bbc5-0080c76670c0
